User,concept:name,time:timestamp,case:Spend area text,case:Document Type,case:Vendor,case:Item Type,case:Spend classification text,case:concept:name
user_006,Record Invoice Receipt,2018-04-03T04:26:00.000000000Z,Workforce Services,EC Purchase order,vendorID_0004,Standard,NPR,2000000005_00001
user_002,Clear Invoice,2018-04-05T13:51:00.000000000Z,Workforce Services,EC Purchase order,vendorID_0004,Standard,NPR,2000000005_00001
user_007,Cancel Invoice Receipt,2018-08-02T07:15:00.000000000Z,Workforce Services,EC Purchase order,vendorID_0004,Standard,NPR,2000000005_00001
user_007,Record Invoice Receipt,2018-08-02T07:17:00.000000000Z,Workforce Services,EC Purchase order,vendorID_0004,Standard,NPR,2000000005_00001
user_007,Clear Invoice,2018-08-02T07:19:00.000000000Z,Workforce Services,EC Purchase order,vendorID_0004,Standard,NPR,2000000005_00001
batch_00,SRM: Created,2018-01-08T12:12:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0006,Standard,NPR,2000000007_00001
batch_00,SRM: Complete,2018-01-08T13:12:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0006,Standard,NPR,2000000007_00001
batch_00,SRM: Awaiting Approval,2018-01-08T13:12:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0006,Standard,NPR,2000000007_00001
batch_00,SRM: Document Completed,2018-01-08T13:12:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0006,Standard,NPR,2000000007_00001
batch_00,SRM: In Transfer to Execution Syst.,2018-01-08T13:12:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0006,Standard,NPR,2000000007_00001
batch_00,SRM: Ordered,2018-01-08T13:12:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0006,Standard,NPR,2000000007_00001
batch_00,SRM: Change was Transmitted,2018-01-08T13:12:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0006,Standard,NPR,2000000007_00001
user_000,Create Purchase Order Item,2018-01-08T13:12:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0006,Standard,NPR,2000000007_00001
NONE,Vendor creates invoice,2018-01-08T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0006,Standard,NPR,2000000007_00001
user_008,Record Invoice Receipt,2018-01-17T08:11:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0006,Standard,NPR,2000000007_00001
user_000,Record Goods Receipt,2018-02-21T12:53:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0006,Standard,NPR,2000000007_00001
user_006,Remove Payment Block,2018-02-21T12:55:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0006,Standard,NPR,2000000007_00001
user_005,Clear Invoice,2018-03-08T12:22:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0006,Standard,NPR,2000000007_00001
batch_00,SRM: Created,2018-01-10T14:38:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000012_00001
batch_00,SRM: Complete,2018-01-10T15:38:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000012_00001
batch_00,SRM: Awaiting Approval,2018-01-10T15:38:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000012_00001
batch_00,SRM: Document Completed,2018-01-10T15:38:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000012_00001
batch_00,SRM: In Transfer to Execution Syst.,2018-01-10T15:38:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000012_00001
batch_00,SRM: Ordered,2018-01-10T15:38:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000012_00001
batch_00,SRM: Change was Transmitted,2018-01-10T15:38:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000012_00001
user_000,Create Purchase Order Item,2018-01-10T15:38:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000012_00001
NONE,Vendor creates invoice,2018-01-29T22:59:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000012_00001
user_000,Record Goods Receipt,2018-02-26T08:41:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000012_00001
batch_00,Record Invoice Receipt,2018-03-05T15:12:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000012_00001
user_002,Clear Invoice,2018-03-29T13:06:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000012_00001
batch_00,SRM: Created,2018-01-15T09:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00001
batch_00,SRM: Complete,2018-01-15T10:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00001
batch_00,SRM: Awaiting Approval,2018-01-15T10:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00001
batch_00,SRM: Document Completed,2018-01-15T10:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00001
batch_00,SRM: Ordered,2018-01-15T10:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00001
batch_00,SRM: In Transfer to Execution Syst.,2018-01-15T10:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00001
batch_00,SRM: Change was Transmitted,2018-01-15T10:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00001
user_000,Create Purchase Order Item,2018-01-15T10:14:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00001
NONE,Vendor creates invoice,2018-01-27T22:59:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00001
user_000,Record Goods Receipt,2018-01-30T08:20:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00001
user_001,Record Invoice Receipt,2018-03-06T10:34:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00001
user_005,Clear Invoice,2018-03-08T12:20:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00001
batch_00,SRM: Created,2018-01-15T09:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00002
batch_00,SRM: Complete,2018-01-15T10:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00002
batch_00,SRM: Awaiting Approval,2018-01-15T10:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00002
batch_00,SRM: Document Completed,2018-01-15T10:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00002
batch_00,SRM: Ordered,2018-01-15T10:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00002
batch_00,SRM: In Transfer to Execution Syst.,2018-01-15T10:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00002
batch_00,SRM: Change was Transmitted,2018-01-15T10:13:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00002
user_000,Create Purchase Order Item,2018-01-15T10:14:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00002
NONE,Vendor creates invoice,2018-01-27T22:59:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00002
user_000,Record Goods Receipt,2018-01-30T08:20:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00002
user_001,Record Invoice Receipt,2018-03-06T10:34:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00002
user_005,Clear Invoice,2018-03-08T12:20:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0024,Standard,NPR,2000000026_00002
batch_00,SRM: Created,2018-01-15T11:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00001
batch_00,SRM: Complete,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00001
batch_00,SRM: Awaiting Approval,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00001
batch_00,SRM: Document Completed,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00001
batch_00,SRM: In Transfer to Execution Syst.,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00001
batch_00,SRM: Ordered,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00001
batch_00,SRM: Change was Transmitted,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00001
user_000,Create Purchase Order Item,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00001
NONE,Vendor creates invoice,2018-01-15T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00001
user_000,Record Goods Receipt,2018-01-17T09:39:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00001
user_001,Record Invoice Receipt,2018-02-12T14:38:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00001
user_005,Clear Invoice,2018-03-08T12:21:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00001
batch_00,SRM: Created,2018-01-15T11:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00002
batch_00,SRM: Complete,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00002
batch_00,SRM: Awaiting Approval,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00002
batch_00,SRM: Document Completed,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00002
batch_00,SRM: In Transfer to Execution Syst.,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00002
batch_00,SRM: Ordered,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00002
batch_00,SRM: Change was Transmitted,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00002
user_000,Create Purchase Order Item,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00002
NONE,Vendor creates invoice,2018-01-15T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00002
user_000,Record Goods Receipt,2018-01-17T09:39:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00002
user_001,Record Invoice Receipt,2018-02-12T14:38:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00002
user_005,Clear Invoice,2018-03-08T12:21:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00002
batch_00,SRM: Created,2018-01-15T11:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00003
batch_00,SRM: Complete,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00003
batch_00,SRM: Awaiting Approval,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00003
batch_00,SRM: Document Completed,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00003
batch_00,SRM: In Transfer to Execution Syst.,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00003
batch_00,SRM: Ordered,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00003
batch_00,SRM: Change was Transmitted,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00003
user_000,Create Purchase Order Item,2018-01-15T12:54:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00003
NONE,Vendor creates invoice,2018-01-15T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00003
user_000,Record Goods Receipt,2018-01-17T09:39:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00003
user_001,Record Invoice Receipt,2018-02-12T14:38:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00003
user_005,Clear Invoice,2018-03-08T12:21:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000029_00003
batch_00,SRM: Created,2018-01-15T13:51:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000031_00001
batch_00,SRM: Complete,2018-01-15T14:51:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000031_00001
batch_00,SRM: Awaiting Approval,2018-01-15T14:51:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000031_00001
batch_00,SRM: Document Completed,2018-01-15T14:51:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000031_00001
batch_00,SRM: In Transfer to Execution Syst.,2018-01-15T14:51:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000031_00001
batch_00,SRM: Ordered,2018-01-15T14:51:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000031_00001
batch_00,SRM: Change was Transmitted,2018-01-15T14:51:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000031_00001
user_000,Create Purchase Order Item,2018-01-15T14:51:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000031_00001
NONE,Vendor creates invoice,2018-01-17T22:59:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000031_00001
user_000,Record Goods Receipt,2018-01-22T12:20:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000031_00001
user_007,Record Invoice Receipt,2018-01-23T12:36:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000031_00001
user_002,Clear Invoice,2018-03-29T13:06:00.000000000Z,CAPEX & SOCS,EC Purchase order,vendorID_0011,Standard,NPR,2000000031_00001
batch_00,SRM: Created,2018-01-15T14:53:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000032_00001
batch_00,SRM: Complete,2018-01-15T15:53:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000032_00001
batch_00,SRM: Awaiting Approval,2018-01-15T15:53:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000032_00001
batch_00,SRM: Document Completed,2018-01-15T15:53:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000032_00001
batch_00,SRM: Ordered,2018-01-15T15:53:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000032_00001
batch_00,SRM: In Transfer to Execution Syst.,2018-01-15T15:53:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000032_00001
batch_00,SRM: Change was Transmitted,2018-01-15T15:53:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000032_00001
user_000,Create Purchase Order Item,2018-01-15T15:53:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000032_00001
NONE,Vendor creates invoice,2018-01-16T22:59:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000032_00001
user_000,Record Goods Receipt,2018-01-19T09:04:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000032_00001
user_001,Record Invoice Receipt,2018-02-12T14:37:00.000000000Z,Enterprise Services,EC Purchase order,vendorID_0003,Standard,NPR,2000000032_00001
